dtype,err,gf_1024x768x1024,gf_256x256x256,gf_512x512x512,kc,mc,mr,name,nc,nr,omp,prefetch,score,t,unroll
f64,2.932366082577094e-16,31.34,38.84,36.77,128,256,6,gemm_f64_mr6_nr8_kc128_mc256_nc256_pf4_u1,256,8,0,4,35.50638406088456,136.9,1
f64,2.932366082577094e-16,32.06,22.95,21.11,128,256,6,gemm_f64_mr6_nr8_kc128_mc256_nc512_pf4_u1,512,8,0,4,24.949610792625116,137.9,1
f64,2.932366082577094e-16,30.07,38.75,39.07,128,256,6,gemm_f64_mr6_nr8_kc128_mc256_nc1024_pf4_u1,1024,8,0,4,35.704774583925044,138.7,1
f64,2.932366082577094e-16,26.46,38.69,39.81,128,256,6,gemm_f64_mr6_nr8_kc128_mc256_nc2048_pf4_u1,2048,8,0,4,34.41186073494846,139.6,1
f64,2.932366082577094e-16,32.7,40.32,37.36,128,512,6,gemm_f64_mr6_nr8_kc128_mc512_nc256_pf4_u1,256,8,0,4,36.65600897570362,140.5,1
f64,2.932366082577094e-16,29.15,39.73,36.63,128,512,6,gemm_f64_mr6_nr8_kc128_mc512_nc512_pf4_u1,512,8,0,4,34.87529105736511,141.4,1
f64,2.932366082577094e-16,28.47,38.06,34.82,128,512,6,gemm_f64_mr6_nr8_kc128_mc512_nc1024_pf4_u1,1024,8,0,4,33.53894151053412,142.3,1
f64,2.932366082577094e-16,29.36,40.16,36.98,128,512,6,gemm_f64_mr6_nr8_kc128_mc512_nc2048_pf4_u1,2048,8,0,4,35.197426502083,143.2,1
f64,2.932366082577094e-16,39.46,38.32,39.41,192,64,6,gemm_f64_mr6_nr8_kc192_mc64_nc256_pf4_u1,256,8,0,4,39.06332061742576,144.0,1
f64,2.932366082577094e-16,39.29,36.56,40.82,192,64,6,gemm_f64_mr6_nr8_kc192_mc64_nc512_pf4_u1,512,8,0,4,38.85073470586831,144.8,1
f64,2.932366082577094e-16,40.19,39.68,40.84,192,64,6,gemm_f64_mr6_nr8_kc192_mc64_nc1024_pf4_u1,1024,8,0,4,40.231349534380925,145.6,1
f64,2.932366082577094e-16,41.14,38.19,40.53,192,64,6,gemm_f64_mr6_nr8_kc192_mc64_nc2048_pf4_u1,2048,8,0,4,39.93385865781392,146.4,1
f64,2.932366082577094e-16,34.48,40.66,38.86,192,128,6,gemm_f64_mr6_nr8_kc192_mc128_nc256_pf4_u1,256,8,0,4,37.91084025623268,147.3,1
f64,2.932366082577094e-16,33.83,38.65,38.96,192,128,6,gemm_f64_mr6_nr8_kc192_mc128_nc512_pf4_u1,512,8,0,4,37.072030922673875,148.1,1
f64,2.932366082577094e-16,34.81,38.41,39.36,192,128,6,gemm_f64_mr6_nr8_kc192_mc128_nc1024_pf4_u1,1024,8,0,4,37.47568274190745,148.9,1
f64,2.932366082577094e-16,34.33,38.34,39.36,192,128,6,gemm_f64_mr6_nr8_kc192_mc128_nc2048_pf4_u1,2048,8,0,4,37.27862397804985,149.8,1
f64,2.932366082577094e-16,34.27,38.62,38.82,192,256,6,gemm_f64_mr6_nr8_kc192_mc256_nc256_pf4_u1,256,8,0,4,37.17874702805024,150.6,1
f64,2.932366082577094e-16,33.61,37.7,38.76,192,256,6,gemm_f64_mr6_nr8_kc192_mc256_nc512_pf4_u1,512,8,0,4,36.62430433221896,151.5,1
f64,2.932366082577094e-16,33.52,38.85,39.63,192,256,6,gemm_f64_mr6_nr8_kc192_mc256_nc1024_pf4_u1,1024,8,0,4,37.23099220952881,152.3,1
f64,2.932366082577094e-16,33.92,39.99,40.26,192,256,6,gemm_f64_mr6_nr8_kc192_mc256_nc2048_pf4_u1,2048,8,0,4,37.93886343552226,153.1,1
f64,2.932366082577094e-16,34.04,38.55,36.94,192,512,6,gemm_f64_mr6_nr8_kc192_mc512_nc256_pf4_u1,256,8,0,4,36.46245272426473,154.0,1
f64,2.932366082577094e-16,33.5,39.43,37.72,192,512,6,gemm_f64_mr6_nr8_kc192_mc512_nc512_pf4_u1,512,8,0,4,36.79487897402187,154.8,1
f64,2.932366082577094e-16,33.33,37.87,37.71,192,512,6,gemm_f64_mr6_nr8_kc192_mc512_nc1024_pf4_u1,1024,8,0,4,36.23880610756281,155.6,1
f64,2.932366082577094e-16,34.53,39.55,37.29,192,512,6,gemm_f64_mr6_nr8_kc192_mc512_nc2048_pf4_u1,2048,8,0,4,37.06420186773528,156.5,1
f64,2.932366082577094e-16,39.65,38.66,41.1,256,64,6,gemm_f64_mr6_nr8_kc256_mc64_nc256_pf4_u1,256,8,0,4,39.79166527396438,157.3,1
f64,2.932366082577094e-16,39.61,40.27,39.78,256,64,6,gemm_f64_mr6_nr8_kc256_mc64_nc512_pf4_u1,512,8,0,4,39.88481124739448,158.1,1
f64,2.932366082577094e-16,40.57,40.56,40.93,256,64,6,gemm_f64_mr6_nr8_kc256_mc64_nc1024_pf4_u1,1024,8,0,4,40.685244650370414,158.8,1
f64,2.932366082577094e-16,40.55,38.86,40.27,256,64,6,gemm_f64_mr6_nr8_kc256_mc64_nc2048_pf4_u1,2048,8,0,4,39.88780571396826,159.6,1
f64,2.932366082577094e-16,34.9,36.75,36.48,256,128,6,gemm_f64_mr6_nr8_kc256_mc128_nc256_pf4_u1,256,8,0,4,36.032713013437395,160.5,1
f64,2.932366082577094e-16,35.95,39.59,37.91,256,128,6,gemm_f64_mr6_nr8_kc256_mc128_nc512_pf4_u1,512,8,0,4,37.78778312500717,161.3,1
f64,2.932366082577094e-16,36.24,38.28,37.91,256,128,6,gemm_f64_mr6_nr8_kc256_mc128_nc1024_pf4_u1,1024,8,0,4,37.46768062546722,162.1,1
f64,2.932366082577094e-16,32.56,39.08,36.21,256,128,6,gemm_f64_mr6_nr8_kc256_mc128_nc2048_pf4_u1,2048,8,0,4,35.85073282200549,163.0,1
f64,2.932366082577094e-16,34.09,37.97,38.47,256,256,6,gemm_f64_mr6_nr8_kc256_mc256_nc256_pf4_u1,256,8,0,4,36.78873819649183,163.8,1
f64,2.932366082577094e-16,35.21,39.52,40.39,256,256,6,gemm_f64_mr6_nr8_kc256_mc256_nc512_pf4_u1,512,8,0,4,38.30151959234973,164.6,1
f64,2.932366082577094e-16,34.1,39.24,38.88,256,256,6,gemm_f64_mr6_nr8_kc256_mc256_nc2048_pf4_u1,2048,8,0,4,37.33063891959646,165.5,1
f64,2.932366082577094e-16,35.04,38.43,37.47,256,512,6,gemm_f64_mr6_nr8_kc256_mc512_nc256_pf4_u1,256,8,0,4,36.955016128314206,166.3,1
f64,2.932366082577094e-16,33.51,37.97,36.9,256,512,6,gemm_f64_mr6_nr8_kc256_mc512_nc512_pf4_u1,512,8,0,4,36.07323309560277,167.2,1
f64,2.932366082577094e-16,34.07,38.48,37.65,256,512,6,gemm_f64_mr6_nr8_kc256_mc512_nc1024_pf4_u1,1024,8,0,4,36.68397800426581,168.0,1
f64,2.932366082577094e-16,33.84,39.86,36.82,256,512,6,gemm_f64_mr6_nr8_kc256_mc512_nc2048_pf4_u1,2048,8,0,4,36.75877297046101,168.8,1
f64,2.932366082577094e-16,38.1,39.18,40.76,384,64,6,gemm_f64_mr6_nr8_kc384_mc64_nc256_pf4_u1,256,8,0,4,39.333885409866106,169.6,1
f64,2.932366082577094e-16,39.64,38.49,41.88,384,64,6,gemm_f64_mr6_nr8_kc384_mc64_nc512_pf4_u1,512,8,0,4,39.97779595419368,170.4,1
f64,2.932366082577094e-16,40.68,37.61,41.37,384,64,6,gemm_f64_mr6_nr8_kc384_mc64_nc1024_pf4_u1,1024,8,0,4,39.85506096046899,171.2,1
f64,2.932366082577094e-16,40.34,39.26,41.7,384,64,6,gemm_f64_mr6_nr8_kc384_mc64_nc2048_pf4_u1,2048,8,0,4,40.423029250826225,172.0,1
f64,2.932366082577094e-16,36.22,38.91,36.51,384,128,6,gemm_f64_mr6_nr8_kc384_mc128_nc256_pf4_u1,256,8,0,4,37.194219334635186,172.9,1
f64,2.932366082577094e-16,35.41,38.02,37.88,384,128,6,gemm_f64_mr6_nr8_kc384_mc128_nc512_pf4_u1,512,8,0,4,37.08506997023111,173.7,1
f64,2.932366082577094e-16,32.71,37.63,36.85,384,128,6,gemm_f64_mr6_nr8_kc384_mc128_nc1024_pf4_u1,1024,8,0,4,35.66416551826866,174.6,1
f64,2.932366082577094e-16,39.63,35.96,28.82,384,128,6,gemm_f64_mr6_nr8_kc384_mc128_nc2048_pf4_u1,2048,8,0,4,34.50462903509947,175.6,1
f64,2.932366082577094e-16,38.09,39.98,38.68,384,256,6,gemm_f64_mr6_nr8_kc384_mc256_nc256_pf4_u1,256,8,0,4,38.91052848029827,176.4,1
f64,2.932366082577094e-16,36.45,37.23,35.92,384,256,6,gemm_f64_mr6_nr8_kc384_mc256_nc512_pf4_u1,512,8,0,4,36.53204242097679,177.2,1
f64,2.932366082577094e-16,36.41,37.57,36.73,384,256,6,gemm_f64_mr6_nr8_kc384_mc256_nc1024_pf4_u1,1024,8,0,4,36.89888979192461,178.1,1
f64,2.932366082577094e-16,36.56,37.83,38.68,384,256,6,gemm_f64_mr6_nr8_kc384_mc256_nc2048_pf4_u1,2048,8,0,4,37.680702439697484,178.9,1
f64,2.932366082577094e-16,34.4,38.77,35.88,384,512,6,gemm_f64_mr6_nr8_kc384_mc512_nc256_pf4_u1,256,8,0,4,36.30672305235559,179.8,1
f64,2.932366082577094e-16,34.99,39.15,36.93,384,512,6,gemm_f64_mr6_nr8_kc384_mc512_nc512_pf4_u1,512,8,0,4,36.98280757718378,180.6,1
f64,2.932366082577094e-16,34.94,35.39,35.8,384,512,6,gemm_f64_mr6_nr8_kc384_mc512_nc1024_pf4_u1,1024,8,0,4,35.374540731066425,181.4,1
f64,2.932366082577094e-16,34.85,36.31,35.85,384,512,6,gemm_f64_mr6_nr8_kc384_mc512_nc2048_pf4_u1,2048,8,0,4,35.66395043198494,182.3,1
f64,2.932366082577094e-16,37.88,39.08,38.76,512,64,6,gemm_f64_mr6_nr8_kc512_mc64_nc256_pf4_u1,256,8,0,4,38.56718366500215,183.1,1
f64,2.932366082577094e-16,37.73,38.1,38.99,512,64,6,gemm_f64_mr6_nr8_kc512_mc64_nc512_pf4_u1,512,8,0,4,38.27339516311015,183.9,1
f64,2.932366082577094e-16,38.4,37.85,36.26,512,64,6,gemm_f64_mr6_nr8_kc512_mc64_nc1024_pf4_u1,1024,8,0,4,37.492579243664,184.7,1
f64,2.932366082577094e-16,39.15,38.53,39.33,512,64,6,gemm_f64_mr6_nr8_kc512_mc64_nc2048_pf4_u1,2048,8,0,4,38.99867675698683,185.5,1
f64,2.932366082577094e-16,36.28,37.47,38.32,512,128,6,gemm_f64_mr6_nr8_kc512_mc128_nc256_pf4_u1,256,8,0,4,37.34579296171483,186.3,1
f64,2.932366082577094e-16,37.0,35.84,39.36,512,128,6,gemm_f64_mr6_nr8_kc512_mc128_nc512_pf4_u1,512,8,0,4,37.37076571181589,187.2,1
f64,2.932366082577094e-16,37.73,37.85,38.93,512,128,6,gemm_f64_mr6_nr8_kc512_mc128_nc1024_pf4_u1,1024,8,0,4,38.16487256408947,188.0,1
f64,2.932366082577094e-16,36.65,39.66,39.68,512,128,6,gemm_f64_mr6_nr8_kc512_mc128_nc2048_pf4_u1,2048,8,0,4,38.6372906494886,188.8,1
f64,2.932366082577094e-16,35.98,38.58,37.61,512,256,6,gemm_f64_mr6_nr8_kc512_mc256_nc256_pf4_u1,256,8,0,4,37.3723669715518,189.6,1
f64,2.932366082577094e-16,37.34,37.29,38.56,512,256,6,gemm_f64_mr6_nr8_kc512_mc256_nc512_pf4_u1,512,8,0,4,37.72504218933002,190.5,1
f64,2.932366082577094e-16,36.47,39.2,38.74,512,256,6,gemm_f64_mr6_nr8_kc512_mc256_nc1024_pf4_u1,1024,8,0,4,38.11809410905066,191.3,1
f64,2.932366082577094e-16,36.65,40.08,38.44,512,256,6,gemm_f64_mr6_nr8_kc512_mc256_nc2048_pf4_u1,2048,8,0,4,38.365391946526465,192.1,1
f64,2.932366082577094e-16,35.97,38.65,34.19,512,512,6,gemm_f64_mr6_nr8_kc512_mc512_nc256_pf4_u1,256,8,0,4,36.222594330609994,192.9,1
f64,2.932366082577094e-16,34.57,42.19,37.68,512,512,6,gemm_f64_mr6_nr8_kc512_mc512_nc512_pf4_u1,512,8,0,4,38.02299780243497,193.8,1
f64,2.932366082577094e-16,36.03,40.72,36.45,512,512,6,gemm_f64_mr6_nr8_kc512_mc512_nc1024_pf4_u1,1024,8,0,4,37.67488203947806,194.7,1
f64,2.932366082577094e-16,30.79,37.94,36.51,512,512,6,gemm_f64_mr6_nr8_kc512_mc512_nc2048_pf4_u1,2048,8,0,4,34.94086313330571,195.6,1
f64,2.932366082577094e-16,41.75,39.41,41.35,448,64,4,gemm_f64_mr4_nr12_kc448_mc64_nc2048_pf4_u1,2048,12,0,4,40.820086625874794,196.5,1
f64,2.932366082577094e-16,39.53,40.29,41.57,448,128,4,gemm_f64_mr4_nr12_kc448_mc128_nc2048_pf4_u1,2048,12,0,4,40.45501410330986,197.4,1
f64,2.932366082577094e-16,39.88,40.08,41.43,448,192,4,gemm_f64_mr4_nr12_kc448_mc192_nc2048_pf4_u1,2048,12,0,4,40.45617003374599,198.4,1
f64,2.932366082577094e-16,39.53,40.96,42.56,512,192,4,gemm_f64_mr4_nr12_kc512_mc192_nc2048_pf4_u1,2048,12,0,4,40.998840316419205,199.3,1
f64,2.932366082577094e-16,42.02,41.11,42.18,576,64,4,gemm_f64_mr4_nr12_kc576_mc64_nc2048_pf4_u1,2048,12,0,4,41.76493016858317,200.2,1
f64,2.932366082577094e-16,37.72,39.01,42.26,576,128,4,gemm_f64_mr4_nr12_kc576_mc128_nc2048_pf4_u1,2048,12,0,4,39.617952548430615,201.2,1
f64,2.932366082577094e-16,37.44,38.17,40.73,576,192,4,gemm_f64_mr4_nr12_kc576_mc192_nc2048_pf4_u1,2048,12,0,4,38.75667309774074,202.1,1
f64,2.932366082577094e-16,40.48,37.85,40.34,640,64,4,gemm_f64_mr4_nr12_kc640_mc64_nc2048_pf4_u1,2048,12,0,4,39.53542121869856,203.0,1
f64,2.932366082577094e-16,37.57,38.67,40.57,640,128,4,gemm_f64_mr4_nr12_kc640_mc128_nc2048_pf4_u1,2048,12,0,4,38.919593737298584,204.0,1
f64,2.932366082577094e-16,37.79,38.61,40.58,640,192,4,gemm_f64_mr4_nr12_kc640_mc192_nc2048_pf4_u1,2048,12,0,4,38.97625723223757,204.9,1
f64,2.932366082577094e-16,35.88,38.21,38.98,320,448,4,gemm_f64_mr4_nr12_kc320_mc448_nc2048_pf4_u1,2048,12,0,4,37.66554970393114,205.9,1
f64,2.932366082577094e-16,36.39,40.21,40.1,320,512,4,gemm_f64_mr4_nr12_kc320_mc512_nc2048_pf4_u1,2048,12,0,4,38.85933026071826,206.9,1
f64,2.932366082577094e-16,36.74,40.45,40.31,320,576,4,gemm_f64_mr4_nr12_kc320_mc576_nc2048_pf4_u1,2048,12,0,4,39.130229261971806,207.8,1
f64,2.932366082577094e-16,36.71,36.81,37.89,320,640,4,gemm_f64_mr4_nr12_kc320_mc640_nc2048_pf4_u1,2048,12,0,4,37.133206235983096,208.8,1
f64,2.932366082577094e-16,39.03,38.06,38.67,384,448,4,gemm_f64_mr4_nr12_kc384_mc448_nc2048_pf4_u1,2048,12,0,4,38.58806886335803,209.7,1
f64,2.932366082577094e-16,38.63,36.51,38.2,384,576,4,gemm_f64_mr4_nr12_kc384_mc576_nc2048_pf4_u1,2048,12,0,4,37.76923602820017,210.7,1
f64,2.932366082577094e-16,38.82,37.75,38.24,384,640,4,gemm_f64_mr4_nr12_kc384_mc640_nc2048_pf4_u1,2048,12,0,4,38.2661019760307,211.7,1
f64,2.932366082577094e-16,38.7,38.8,38.31,448,448,4,gemm_f64_mr4_nr12_kc448_mc448_nc2048_pf4_u1,2048,12,0,4,38.604110532368985,212.6,1
f64,2.932366082577094e-16,38.89,36.6,38.84,448,512,4,gemm_f64_mr4_nr12_kc448_mc512_nc2048_pf4_u1,2048,12,0,4,38.09770513629544,213.5,1
f64,2.932366082577094e-16,38.82,36.99,39.16,448,576,4,gemm_f64_mr4_nr12_kc448_mc576_nc2048_pf4_u1,2048,12,0,4,38.30924669123409,214.5,1
f64,2.932366082577094e-16,39.7,37.76,39.63,448,640,4,gemm_f64_mr4_nr12_kc448_mc640_nc2048_pf4_u1,2048,12,0,4,39.0211978916895,215.5,1
f64,2.932366082577094e-16,37.79,38.4,40.84,512,448,4,gemm_f64_mr4_nr12_kc512_mc448_nc2048_pf4_u1,2048,12,0,4,38.98571923010002,216.4,1
f64,2.932366082577094e-16,39.04,37.95,40.69,512,576,4,gemm_f64_mr4_nr12_kc512_mc576_nc2048_pf4_u1,2048,12,0,4,39.21129498811728,217.4,1
f64,2.932366082577094e-16,38.56,38.95,39.71,512,640,4,gemm_f64_mr4_nr12_kc512_mc640_nc2048_pf4_u1,2048,12,0,4,39.07035112622814,218.3,1
f32,3.335815564474859e-07,24.36,26.46,26.8,256,256,2,gemm_f32_mr2_nr8_kc256_mc256_nc1024_pf0_u1,1024,8,0,0,25.854658551944585,219.8,1
f32,3.335815564474859e-07,34.04,35.58,37.23,256,256,3,gemm_f32_mr3_nr8_kc256_mc256_nc1024_pf0_u1,1024,8,0,0,35.59376690776497,220.7,1
f32,3.335815564474859e-07,43.32,46.46,45.93,256,256,4,gemm_f32_mr4_nr8_kc256_mc256_nc1024_pf0_u1,1024,8,0,0,45.21345614347796,221.5,1
f32,3.335815564474859e-07,55.95,61.54,62.1,256,256,6,gemm_f32_mr6_nr8_kc256_mc256_nc1024_pf0_u1,1024,8,0,0,59.795429487784695,222.2,1
f32,3.335815564474859e-07,65.4,66.17,69.25,256,256,8,gemm_f32_mr8_nr8_kc256_mc256_nc1024_pf0_u1,1024,8,0,0,66.91807672184615,222.9,1
f32,3.335815564474859e-07,66.73,70.56,72.05,256,256,10,gemm_f32_mr10_nr8_kc256_mc256_nc1024_pf0_u1,1024,8,0,0,69.74472886268721,223.6,1
f32,3.335815564474859e-07,66.32,69.04,70.98,256,256,12,gemm_f32_mr12_nr8_kc256_mc256_nc1024_pf0_u1,1024,8,0,0,68.7527510796645,224.4,1
f32,3.335815564474859e-07,41.29,46.29,48.95,256,256,2,gemm_f32_mr2_nr16_kc256_mc256_nc1024_pf0_u1,1024,16,0,0,45.39726481593508,225.2,1
f32,3.335815564474859e-07,63.16,65.25,65.41,256,256,3,gemm_f32_mr3_nr16_kc256_mc256_nc1024_pf0_u1,1024,16,0,0,64.5984074489924,225.9,1
f32,3.335815564474859e-07,71.68,66.05,76.16,256,256,4,gemm_f32_mr4_nr16_kc256_mc256_nc1024_pf0_u1,1024,16,0,0,71.17445089286198,226.6,1
f32,3.335815564474859e-07,84.61,77.94,84.95,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc1024_pf0_u1,1024,16,0,0,82.43560459972761,227.3,1
f32,3.335815564474859e-07,63.69,60.92,66.78,256,256,2,gemm_f32_mr2_nr24_kc256_mc256_nc1024_pf0_u1,1024,24,0,0,63.749976283310566,228.0,1
f32,3.335815564474859e-07,78.01,71.32,76.59,256,256,3,gemm_f32_mr3_nr24_kc256_mc256_nc1024_pf0_u1,1024,24,0,0,75.25019470434025,228.6,1
f32,3.335815564474859e-07,86.67,70.84,84.54,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc1024_pf0_u1,1024,24,0,0,80.36465151562167,228.8,1
f32,3.335815564474859e-07,67.47,64.88,47.06,256,256,2,gemm_f32_mr2_nr32_kc256_mc256_nc1024_pf0_u1,1024,32,0,0,59.06070039557451,229.5,1
f32,3.335815564474859e-07,82.65,76.48,86.07,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc1024_pf4_u1,1024,16,0,4,81.63781395640694,230.2,1
f32,3.335815564474859e-07,68.72,69.72,73.02,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc1024_pf0_u2,1024,16,0,0,70.46324203959381,231.0,2
f32,3.335815564474859e-07,69.51,69.3,72.34,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc1024_pf4_u2,1024,16,0,4,70.3702196460737,231.8,2
f32,3.335815564474859e-07,57.12,57.6,61.17,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc1024_pf0_u4,1024,16,0,0,58.602260777099204,232.7,4
f32,3.335815564474859e-07,57.58,55.32,59.55,256,256,6,gemm_f32_mr6_nr16_kc256_mc256_nc1024_pf4_u4,1024,16,0,4,57.45731899199431,233.5,4
f32,3.335815564474859e-07,78.11,73.72,82.88,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc1024_pf4_u1,1024,24,0,4,78.14690591826762,234.2,1
f32,3.335815564474859e-07,65.63,60.28,65.9,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc1024_pf0_u2,1024,24,0,0,63.88394908227913,235.0,2
f32,3.335815564474859e-07,65.18,63.31,67.89,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc1024_pf4_u2,1024,24,0,4,65.4339682915852,235.7,2
f32,3.335815564474859e-07,59.08,52.02,59.17,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc1024_pf0_u4,1024,24,0,0,56.65576749705874,236.5,4
f32,3.335815564474859e-07,60.18,55.74,60.36,256,256,4,gemm_f32_mr4_nr24_kc256_mc256_nc1024_pf4_u4,1024,24,0,4,58.72238265645388,237.3,4
f32,3.335815564474859e-07,73.83,64.67,74.71,256,256,3,gemm_f32_mr3_nr24_kc256_mc256_nc1024_pf4_u1,1024,24,0,4,70.92125406590148,238.0,1
f32,3.335815564474859e-07,72.66,64.36,71.87,256,256,3,gemm_f32_mr3_nr24_kc256_mc256_nc1024_pf0_u2,1024,24,0,0,69.52862149981127,238.7,2
f32,3.335815564474859e-07,72.01,66.66,74.06,256,256,3,gemm_f32_mr3_nr24_kc256_mc256_nc1024_pf4_u2,1024,24,0,4,70.83951506991933,239.4,2
f32,3.335815564474859e-07,67.08,63.67,69.31,256,256,3,gemm_f32_mr3_nr24_kc256_mc256_nc1024_pf0_u4,1024,24,0,0,66.64351069308623,240.2,4
f32,3.335815564474859e-07,69.84,65.8,69.66,256,256,3,gemm_f32_mr3_nr24_kc256_mc256_nc1024_pf4_u4,1024,24,0,4,68.40787036166489,240.9,4
f32,3.335815564474859e-07,72.13,68.6,73.3,256,256,4,gemm_f32_mr4_nr16_kc256_mc256_nc1024_pf4_u1,1024,16,0,4,71.31550485755227,241.6,1
f32,3.335815564474859e-07,73.5,70.27,76.92,256,256,4,gemm_f32_mr4_nr16_kc256_mc256_nc1024_pf0_u2,1024,16,0,0,73.5147919671903,242.4,2
f32,3.335815564474859e-07,72.52,73.68,75.8,256,256,4,gemm_f32_mr4_nr16_kc256_mc256_nc1024_pf4_u2,1024,16,0,4,73.99013392932568,243.1,2
f32,3.335815564474859e-07,70.29,67.59,74.1,256,256,4,gemm_f32_mr4_nr16_kc256_mc256_nc1024_pf0_u4,1024,16,0,0,70.61144224905892,243.9,4
f32,3.335815564474859e-07,68.13,67.1,71.45,256,256,4,gemm_f32_mr4_nr16_kc256_mc256_nc1024_pf4_u4,1024,16,0,4,68.87248176413918,244.7,4
f32,2.888957430453507e-07,72.92,76.39,76.14,64,64,6,gemm_f32_mr6_nr16_kc64_mc64_nc256_pf4_u1,256,16,0,4,75.13396373516929,245.5,1
f32,2.888957430453507e-07,75.68,79.0,76.0,64,64,6,gemm_f32_mr6_nr16_kc64_mc64_nc512_pf4_u1,512,16,0,4,76.87596074705961,246.3,1
f32,2.888957430453507e-07,78.75,81.4,77.14,64,64,6,gemm_f32_mr6_nr16_kc64_mc64_nc1024_pf4_u1,1024,16,0,4,79.07736955630064,247.0,1
f32,2.888957430453507e-07,79.07,76.06,81.07,64,64,6,gemm_f32_mr6_nr16_kc64_mc64_nc2048_pf4_u1,2048,16,0,4,78.70644357862491,247.7,1
f32,2.888957430453507e-07,70.51,83.46,80.68,64,128,6,gemm_f32_mr6_nr16_kc64_mc128_nc256_pf4_u1,256,16,0,4,78.0123544582982,248.5,1
f32,2.888957430453507e-07,73.16,78.16,80.91,64,128,6,gemm_f32_mr6_nr16_kc64_mc128_nc512_pf4_u1,512,16,0,4,77.34184505073088,249.2,1
f32,2.888957430453507e-07,78.64,81.03,83.49,64,128,6,gemm_f32_mr6_nr16_kc64_mc128_nc1024_pf4_u1,1024,16,0,4,81.02761194275129,249.9,1
f32,2.888957430453507e-07,77.5,78.96,82.91,64,128,6,gemm_f32_mr6_nr16_kc64_mc128_nc2048_pf4_u1,2048,16,0,4,79.75984983070882,250.6,1
f32,2.888957430453507e-07,71.97,77.48,82.42,64,256,6,gemm_f32_mr6_nr16_kc64_mc256_nc256_pf4_u1,256,16,0,4,77.16774274629442,251.3,1
f32,2.888957430453507e-07,74.2,80.29,83.38,64,256,6,gemm_f32_mr6_nr16_kc64_mc256_nc512_pf4_u1,512,16,0,4,79.19570334777585,252.0,1
f32,2.888957430453507e-07,76.09,84.05,83.16,64,256,6,gemm_f32_mr6_nr16_kc64_mc256_nc1024_pf4_u1,1024,16,0,4,81.01789631059704,252.8,1
f32,2.888957430453507e-07,77.71,81.33,78.36,64,256,6,gemm_f32_mr6_nr16_kc64_mc256_nc2048_pf4_u1,2048,16,0,4,79.11485524274619,253.5,1
f32,2.888957430453507e-07,68.77,79.1,78.94,64,512,6,gemm_f32_mr6_nr16_kc64_mc512_nc256_pf4_u1,256,16,0,4,75.44383675361891,254.2,1
f32,2.888957430453507e-07,72.07,80.62,83.63,64,512,6,gemm_f32_mr6_nr16_kc64_mc512_nc512_pf4_u1,512,16,0,4,78.61617156329227,254.9,1
f32,2.888957430453507e-07,74.01,78.0,78.06,64,512,6,gemm_f32_mr6_nr16_kc64_mc512_nc1024_pf4_u1,1024,16,0,4,76.66493329286682,255.7,1
f32,2.888957430453507e-07,75.06,81.6,78.69,64,512,6,gemm_f32_mr6_nr16_kc64_mc512_nc2048_pf4_u1,2048,16,0,4,78.40414809088588,256.4,1
f32,3.335815564474859e-07,79.17,79.5,81.31,128,64,6,gemm_f32_mr6_nr16_kc128_mc64_nc256_pf4_u1,256,16,0,4,79.98895049189846,257.1,1
f32,3.335815564474859e-07,81.84,79.02,82.33,128,64,6,gemm_f32_mr6_nr16_kc128_mc64_nc512_pf4_u1,512,16,0,4,81.05051034028813,257.8,1
f32,3.335815564474859e-07,80.88,76.22,77.93,128,64,6,gemm_f32_mr6_nr16_kc128_mc64_nc1024_pf4_u1,1024,16,0,4,78.31864674961533,258.5,1
f32,3.335815564474859e-07,82.63,81.72,80.57,128,64,6,gemm_f32_mr6_nr16_kc128_mc64_nc2048_pf4_u1,2048,16,0,4,81.63270968226533,259.3,1
f32,3.335815564474859e-07,72.77,82.34,78.52,128,128,6,gemm_f32_mr6_nr16_kc128_mc128_nc256_pf4_u1,256,16,0,4,77.77663365415825,260.0,1
f32,3.335815564474859e-07,75.15,79.11,81.2,128,128,6,gemm_f32_mr6_nr16_kc128_mc128_nc512_pf4_u1,512,16,0,4,78.4460573759681,260.7,1
f32,3.335815564474859e-07,73.81,81.9,80.89,128,128,6,gemm_f32_mr6_nr16_kc128_mc128_nc1024_pf4_u1,1024,16,0,4,78.78344057448466,261.5,1
f32,3.335815564474859e-07,76.75,81.53,81.14,128,128,6,gemm_f32_mr6_nr16_kc128_mc128_nc2048_pf4_u1,2048,16,0,4,79.77355787025066,262.2,1
f32,3.335815564474859e-07,75.98,82.1,80.42,128,256,6,gemm_f32_mr6_nr16_kc128_mc256_nc256_pf4_u1,256,16,0,4,79.45700942393717,262.9,1
