dtype,err,gf_1024x768x1024,gf_256x256x256,gf_512x512x512,hoist_b,kc,mc,mr,name,nc,nr,prefetch,score,t
f64,8.323381450551553e-16,7.65,8.19,7.85,0,0,0,1,dotnt_f64_mr1_nr1_kc0_nc64_mc0_h0_pf0,64,1,0,7.89400051892747,1.7
f64,8.323381450551553e-16,8.2,10.22,8.23,1,0,0,1,dotnt_f64_mr1_nr1_kc0_nc64_mc0_h1_pf0,64,1,0,8.835311368828576,3.3
f64,8.323381450551553e-16,13.49,15.06,12.22,0,0,0,1,dotnt_f64_mr1_nr2_kc0_nc64_mc0_h0_pf0,64,2,0,13.539956117318596,4.6
f64,8.323381450551553e-16,13.26,15.21,12.06,1,0,0,1,dotnt_f64_mr1_nr2_kc0_nc64_mc0_h1_pf0,64,2,0,13.447035349476591,5.8
f64,8.323381450551553e-16,15.19,15.75,12.42,0,0,0,1,dotnt_f64_mr1_nr3_kc0_nc64_mc0_h0_pf0,64,3,0,14.377592131400169,7.0
f64,8.323381450551553e-16,15.24,15.75,12.37,1,0,0,1,dotnt_f64_mr1_nr3_kc0_nc64_mc0_h1_pf0,64,3,0,14.376053125121297,8.1
f64,8.323381450551553e-16,18.43,19.76,14.58,0,0,0,1,dotnt_f64_mr1_nr4_kc0_nc64_mc0_h0_pf0,64,4,0,17.447886857343402,9.2
f64,8.323381450551553e-16,18.29,19.23,14.2,1,0,0,1,dotnt_f64_mr1_nr4_kc0_nc64_mc0_h1_pf0,64,4,0,17.09318932770725,10.3
f64,8.323381450551553e-16,15.9,17.73,14.04,0,0,0,1,dotnt_f64_mr1_nr5_kc0_nc64_mc0_h0_pf0,64,5,0,15.81848981986765,11.4
f64,8.323381450551553e-16,15.86,17.69,14.26,1,0,0,1,dotnt_f64_mr1_nr5_kc0_nc64_mc0_h1_pf0,64,5,0,15.874096767266062,12.5
f64,8.323381450551553e-16,15.48,17.02,14.2,0,0,0,1,dotnt_f64_mr1_nr6_kc0_nc64_mc0_h0_pf0,64,6,0,15.524129911209917,13.7
f64,8.323381450551553e-16,15.48,16.98,14.04,1,0,0,1,dotnt_f64_mr1_nr6_kc0_nc64_mc0_h1_pf0,64,6,0,15.45608924788565,14.9
f64,8.323381450551553e-16,13.0,14.41,13.18,0,0,0,2,dotnt_f64_mr2_nr1_kc0_nc64_mc0_h0_pf0,64,1,0,13.513998036975293,16.1
f64,8.323381450551553e-16,13.18,14.95,13.19,1,0,0,2,dotnt_f64_mr2_nr1_kc0_nc64_mc0_h1_pf0,64,1,0,13.750569102005764,17.3
f64,8.323381450551553e-16,15.81,16.12,15.49,0,0,0,2,dotnt_f64_mr2_nr2_kc0_nc64_mc0_h0_pf0,64,2,0,15.807453610501904,18.5
f64,8.323381450551553e-16,21.24,22.2,16.97,1,0,0,2,dotnt_f64_mr2_nr2_kc0_nc64_mc0_h1_pf0,64,2,0,20.002772177654403,19.5
f64,8.323381450551553e-16,20.18,20.8,18.03,0,0,0,2,dotnt_f64_mr2_nr3_kc0_nc64_mc0_h0_pf0,64,3,0,19.633665687802385,20.5
f64,8.323381450551553e-16,20.05,18.73,18.2,1,0,0,2,dotnt_f64_mr2_nr3_kc0_nc64_mc0_h1_pf0,64,3,0,18.977164402095,21.6
f64,8.323381450551553e-16,26.37,27.83,21.68,0,0,0,2,dotnt_f64_mr2_nr4_kc0_nc64_mc0_h0_pf0,64,4,0,25.150407970607137,22.5
f64,8.323381450551553e-16,26.07,27.83,20.33,1,0,0,2,dotnt_f64_mr2_nr4_kc0_nc64_mc0_h1_pf0,64,4,0,24.526623665077683,23.5
f64,8.323381450551553e-16,18.03,19.48,23.94,0,0,0,2,dotnt_f64_mr2_nr5_kc0_nc64_mc0_h0_pf0,64,5,0,20.3344004896355,24.6
f64,8.323381450551553e-16,17.83,19.43,23.9,0,0,0,2,dotnt_f64_mr2_nr6_kc0_nc64_mc0_h0_pf0,64,6,0,20.233065685764508,25.7
f64,8.323381450551553e-16,18.31,18.67,19.45,0,0,0,3,dotnt_f64_mr3_nr1_kc0_nc64_mc0_h0_pf0,64,1,0,18.80180441482589,26.7
f64,8.323381450551553e-16,18.47,18.73,19.17,1,0,0,3,dotnt_f64_mr3_nr1_kc0_nc64_mc0_h1_pf0,64,1,0,18.786498720080527,27.8
f64,8.323381450551553e-16,23.96,23.71,22.3,0,0,0,3,dotnt_f64_mr3_nr2_kc0_nc64_mc0_h0_pf0,64,2,0,23.314427169117653,28.7
f64,8.323381450551553e-16,24.99,25.4,22.91,1,0,0,3,dotnt_f64_mr3_nr2_kc0_nc64_mc0_h1_pf0,64,2,0,24.404176307963365,29.7
f64,8.323381450551553e-16,27.94,28.93,31.83,0,0,0,3,dotnt_f64_mr3_nr3_kc0_nc64_mc0_h0_pf0,64,3,0,29.520880399078592,30.6
f64,8.323381450551553e-16,27.38,28.69,31.72,1,0,0,3,dotnt_f64_mr3_nr3_kc0_nc64_mc0_h1_pf0,64,3,0,29.20613926680113,31.5
f64,8.323381450551553e-16,33.39,35.04,38.68,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc64_mc0_h0_pf0,64,4,0,35.632996880138194,32.4
f64,8.323381450551553e-16,23.45,24.56,23.5,0,0,0,4,dotnt_f64_mr4_nr1_kc0_nc64_mc0_h0_pf0,64,1,0,23.829320872226432,33.3
f64,8.323381450551553e-16,23.71,24.51,23.55,1,0,0,4,dotnt_f64_mr4_nr1_kc0_nc64_mc0_h1_pf0,64,1,0,23.92029891209865,34.2
f64,8.323381450551553e-16,28.53,27.71,24.94,0,0,0,4,dotnt_f64_mr4_nr2_kc0_nc64_mc0_h0_pf0,64,2,0,27.016210546205752,35.1
f64,8.323381450551553e-16,29.25,25.57,25.02,1,0,0,4,dotnt_f64_mr4_nr2_kc0_nc64_mc0_h1_pf0,64,2,0,26.549572542379803,36.1
f64,8.323381450551553e-16,25.82,23.57,24.56,0,0,0,5,dotnt_f64_mr5_nr1_kc0_nc64_mc0_h0_pf0,64,1,0,24.636255944368244,37.0
f64,8.323381450551553e-16,26.26,24.8,24.65,1,0,0,5,dotnt_f64_mr5_nr1_kc0_nc64_mc0_h1_pf0,64,1,0,25.22647707148691,37.9
f64,8.323381450551553e-16,28.75,27.97,24.2,0,0,0,5,dotnt_f64_mr5_nr2_kc0_nc64_mc0_h0_pf0,64,2,0,26.89535509489163,38.8
f64,8.323381450551553e-16,29.35,27.81,24.66,0,0,0,6,dotnt_f64_mr6_nr1_kc0_nc64_mc0_h0_pf0,64,1,0,27.205160371450567,39.7
f64,8.323381450551553e-16,29.99,28.06,24.51,1,0,0,6,dotnt_f64_mr6_nr1_kc0_nc64_mc0_h1_pf0,64,1,0,27.422909421888097,40.5
f64,8.323381450551553e-16,23.16,35.8,22.49,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc0_mc0_h0_pf0,0,4,0,26.519592779244284,41.5
f64,8.323381450551553e-16,22.21,32.96,22.8,0,0,64,3,dotnt_f64_mr3_nr4_kc0_nc0_mc64_h0_pf0,0,4,0,25.554557711942163,42.6
f64,8.323381450551553e-16,22.75,35.48,23.09,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc0_mc128_h0_pf0,0,4,0,26.51510121059178,43.6
f64,8.323381450551553e-16,23.2,35.52,23.07,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc0_mc256_h0_pf0,0,4,0,26.69103822974888,44.6
f64,8.323381450551553e-16,35.7,35.41,37.4,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc32_mc0_h0_pf0,32,4,0,36.16330729727712,45.4
f64,8.323381450551553e-16,32.5,34.16,34.29,0,0,64,3,dotnt_f64_mr3_nr4_kc0_nc32_mc64_h0_pf0,32,4,0,33.64057721357587,46.3
f64,8.323381450551553e-16,34.12,35.57,37.5,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc32_mc128_h0_pf0,32,4,0,35.699851230689205,47.2
f64,8.323381450551553e-16,36.5,38.96,34.49,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc32_mc256_h0_pf0,32,4,0,36.60350029749583,48.0
f64,8.323381450551553e-16,35.06,36.83,32.9,0,0,64,3,dotnt_f64_mr3_nr4_kc0_nc64_mc64_h0_pf0,64,4,0,34.89292497805369,48.9
f64,8.323381450551553e-16,37.35,38.4,34.92,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc64_mc128_h0_pf0,64,4,0,36.86101061099004,49.7
f64,8.323381450551553e-16,38.32,37.65,35.12,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc64_mc256_h0_pf0,64,4,0,37.00241670718765,50.6
f64,8.323381450551553e-16,40.17,39.54,35.59,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc128_mc0_h0_pf0,128,4,0,38.3784487916399,51.4
f64,8.323381450551553e-16,35.52,36.81,32.7,0,0,64,3,dotnt_f64_mr3_nr4_kc0_nc128_mc64_h0_pf0,128,4,0,34.96690886632108,52.3
f64,8.323381450551553e-16,37.47,38.64,35.09,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc128_mc128_h0_pf0,128,4,0,37.034131614441534,53.1
f64,8.323381450551553e-16,34.8,35.04,39.98,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc128_mc256_h0_pf0,128,4,0,36.5343444013474,54.0
f64,8.323381450551553e-16,24.53,26.75,29.74,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc256_mc0_h0_pf0,256,4,0,26.922271277517538,55.0
f64,8.323381450551553e-16,24.74,33.99,34.52,0,0,64,3,dotnt_f64_mr3_nr4_kc0_nc256_mc64_h0_pf0,256,4,0,30.73277981485876,56.0
f64,8.323381450551553e-16,23.9,35.21,35.65,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc256_mc128_h0_pf0,256,4,0,31.073508996229812,57.0
f64,8.323381450551553e-16,24.63,36.06,36.02,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc256_mc256_h0_pf0,256,4,0,31.742706772031788,57.9
f64,8.323381450551553e-16,21.5,35.82,24.3,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc512_mc0_h0_pf0,512,4,0,26.55073072694205,58.9
f64,8.323381450551553e-16,21.82,33.65,20.9,0,0,64,3,dotnt_f64_mr3_nr4_kc0_nc512_mc64_h0_pf0,512,4,0,24.848220743962866,60.0
f64,8.323381450551553e-16,22.29,35.32,22.58,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc512_mc128_h0_pf0,512,4,0,26.098383066303562,61.0
f64,8.323381450551553e-16,22.38,37.98,21.3,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc512_mc256_h0_pf0,512,4,0,26.2597579941466,62.1
f64,8.323381450551553e-16,22.21,21.67,18.23,0,0,0,3,dotnt_f64_mr3_nr3_kc0_nc0_mc0_h0_pf0,0,3,0,20.623566759219415,63.1
f64,8.323381450551553e-16,20.32,32.82,19.25,0,0,64,3,dotnt_f64_mr3_nr3_kc0_nc0_mc64_h0_pf0,0,3,0,23.415021644623746,64.1
f64,8.323381450551553e-16,21.12,32.76,19.71,0,0,128,3,dotnt_f64_mr3_nr3_kc0_nc0_mc128_h0_pf0,0,3,0,23.891441479992775,65.1
f64,8.323381450551553e-16,21.28,35.09,20.27,0,0,256,3,dotnt_f64_mr3_nr3_kc0_nc0_mc256_h0_pf0,0,3,0,24.737408073555848,66.2
f64,8.323381450551553e-16,27.43,27.66,24.35,0,0,0,3,dotnt_f64_mr3_nr3_kc0_nc32_mc0_h0_pf0,32,3,0,26.435771788445642,67.1
f64,8.323381450551553e-16,24.28,25.89,26.56,0,0,64,3,dotnt_f64_mr3_nr3_kc0_nc32_mc64_h0_pf0,32,3,0,25.557561296933542,68.1
f64,8.323381450551553e-16,24.15,26.65,28.28,0,0,128,3,dotnt_f64_mr3_nr3_kc0_nc32_mc128_h0_pf0,32,3,0,26.303130682930888,69.0
f64,8.323381450551553e-16,24.03,27.2,27.58,0,0,256,3,dotnt_f64_mr3_nr3_kc0_nc32_mc256_h0_pf0,32,3,0,26.21934815461798,70.0
f64,8.323381450551553e-16,27.43,27.68,29.68,0,0,64,3,dotnt_f64_mr3_nr3_kc0_nc64_mc64_h0_pf0,64,3,0,28.243332626165355,70.9
f64,8.323381450551553e-16,27.63,27.54,31.25,0,0,128,3,dotnt_f64_mr3_nr3_kc0_nc64_mc128_h0_pf0,64,3,0,28.756316717117006,71.9
f64,8.323381450551553e-16,28.18,28.92,32.26,0,0,256,3,dotnt_f64_mr3_nr3_kc0_nc64_mc256_h0_pf0,64,3,0,29.730999109294082,72.8
f64,8.323381450551553e-16,31.32,29.53,34.76,0,0,0,3,dotnt_f64_mr3_nr3_kc0_nc128_mc0_h0_pf0,128,3,0,31.795794432741378,73.6
f64,8.323381450551553e-16,29.03,29.67,32.61,0,0,64,3,dotnt_f64_mr3_nr3_kc0_nc128_mc64_h0_pf0,128,3,0,30.397550417199433,74.6
f64,8.323381450551553e-16,30.6,30.55,28.92,0,0,128,3,dotnt_f64_mr3_nr3_kc0_nc128_mc128_h0_pf0,128,3,0,30.013046568662354,75.5
f64,8.323381450551553e-16,30.41,31.07,35.43,0,0,256,3,dotnt_f64_mr3_nr3_kc0_nc128_mc256_h0_pf0,128,3,0,32.230038787962194,76.3
f64,8.323381450551553e-16,25.04,35.65,28.78,0,0,0,3,dotnt_f64_mr3_nr3_kc0_nc256_mc0_h0_pf0,256,3,0,29.50463416352739,77.3
f64,8.323381450551553e-16,22.88,33.86,26.93,0,0,64,3,dotnt_f64_mr3_nr3_kc0_nc256_mc64_h0_pf0,256,3,0,27.530433866780665,78.2
f64,8.323381450551553e-16,23.93,35.13,29.05,0,0,128,3,dotnt_f64_mr3_nr3_kc0_nc256_mc128_h0_pf0,256,3,0,29.013507205262822,79.2
f64,8.323381450551553e-16,24.68,35.87,28.46,0,0,256,3,dotnt_f64_mr3_nr3_kc0_nc256_mc256_h0_pf0,256,3,0,29.31646535054249,80.2
f64,8.323381450551553e-16,22.75,35.62,21.75,0,0,0,3,dotnt_f64_mr3_nr3_kc0_nc512_mc0_h0_pf0,512,3,0,26.025948322163654,81.2
f64,8.323381450551553e-16,20.61,29.83,20.24,0,0,64,3,dotnt_f64_mr3_nr3_kc0_nc512_mc64_h0_pf0,512,3,0,23.17120474208761,82.2
f64,8.323381450551553e-16,21.59,31.61,22.17,0,0,128,3,dotnt_f64_mr3_nr3_kc0_nc512_mc128_h0_pf0,512,3,0,24.73373886513636,83.2
f64,8.323381450551553e-16,21.1,31.54,21.56,0,0,256,3,dotnt_f64_mr3_nr3_kc0_nc512_mc256_h0_pf0,512,3,0,24.29834275695145,84.2
f64,8.323381450551553e-16,22.0,24.17,22.79,1,0,0,3,dotnt_f64_mr3_nr3_kc0_nc0_mc0_h1_pf0,0,3,0,22.967949535825028,85.2
f64,8.323381450551553e-16,18.82,28.59,18.82,1,0,64,3,dotnt_f64_mr3_nr3_kc0_nc0_mc64_h1_pf0,0,3,0,21.632683177796693,86.3
f64,8.323381450551553e-16,19.68,30.7,21.7,1,0,128,3,dotnt_f64_mr3_nr3_kc0_nc0_mc128_h1_pf0,0,3,0,23.57717153973908,87.3
f64,8.323381450551553e-16,19.95,30.5,19.48,1,0,256,3,dotnt_f64_mr3_nr3_kc0_nc0_mc256_h1_pf0,0,3,0,22.801197131579936,88.4
f64,8.323381450551553e-16,24.79,26.12,28.62,1,0,0,3,dotnt_f64_mr3_nr3_kc0_nc32_mc0_h1_pf0,32,3,0,26.461954671558654,89.4
f64,8.323381450551553e-16,23.63,25.27,27.1,1,0,64,3,dotnt_f64_mr3_nr3_kc0_nc32_mc64_h1_pf0,32,3,0,25.293941628143955,90.4
f64,8.323381450551553e-16,24.54,26.29,28.67,1,0,128,3,dotnt_f64_mr3_nr3_kc0_nc32_mc128_h1_pf0,32,3,0,26.444974603264466,91.4
f64,8.323381450551553e-16,23.94,25.05,28.59,1,0,256,3,dotnt_f64_mr3_nr3_kc0_nc32_mc256_h1_pf0,32,3,0,25.789963717891332,92.4
f64,8.323381450551553e-16,26.35,27.72,30.17,1,0,64,3,dotnt_f64_mr3_nr3_kc0_nc64_mc64_h1_pf0,64,3,0,28.035890467030434,93.3
f64,8.323381450551553e-16,26.86,28.41,31.42,1,0,128,3,dotnt_f64_mr3_nr3_kc0_nc64_mc128_h1_pf0,64,3,0,28.833927607756888,94.2
f64,8.323381450551553e-16,27.31,26.74,31.82,1,0,256,3,dotnt_f64_mr3_nr3_kc0_nc64_mc256_h1_pf0,64,3,0,28.53747127329045,95.2
f64,8.323381450551553e-16,30.64,29.5,34.55,1,0,0,3,dotnt_f64_mr3_nr3_kc0_nc128_mc0_h1_pf0,128,3,0,31.492683667073194,96.1
f64,8.323381450551553e-16,27.56,29.13,31.46,1,0,64,3,dotnt_f64_mr3_nr3_kc0_nc128_mc64_h1_pf0,128,3,0,29.343209488569652,97.0
f64,8.323381450551553e-16,28.96,29.74,33.77,1,0,128,3,dotnt_f64_mr3_nr3_kc0_nc128_mc128_h1_pf0,128,3,0,30.753750535148598,97.9
f64,8.323381450551553e-16,29.83,30.15,34.01,1,0,256,3,dotnt_f64_mr3_nr3_kc0_nc128_mc256_h1_pf0,128,3,0,31.273834015916115,98.8
f64,8.323381450551553e-16,21.27,27.3,31.01,1,0,0,3,dotnt_f64_mr3_nr3_kc0_nc256_mc0_h1_pf0,256,3,0,26.207771698420448,99.8
f64,8.323381450551553e-16,21.95,29.06,31.31,1,0,64,3,dotnt_f64_mr3_nr3_kc0_nc256_mc64_h1_pf0,256,3,0,27.128830299673393,100.8
f64,8.323381450551553e-16,22.83,30.7,32.83,1,0,128,3,dotnt_f64_mr3_nr3_kc0_nc256_mc128_h1_pf0,256,3,0,28.44227699617912,101.8
f64,8.323381450551553e-16,23.33,31.04,33.25,1,0,256,3,dotnt_f64_mr3_nr3_kc0_nc256_mc256_h1_pf0,256,3,0,28.877054781320062,102.7
f64,8.323381450551553e-16,22.3,30.85,21.05,1,0,0,3,dotnt_f64_mr3_nr3_kc0_nc512_mc0_h1_pf0,512,3,0,24.372793998497123,103.7
f64,8.323381450551553e-16,20.12,29.38,21.02,1,0,64,3,dotnt_f64_mr3_nr3_kc0_nc512_mc64_h1_pf0,512,3,0,23.160078894075543,104.8
f64,8.323381450551553e-16,21.54,30.5,21.8,1,0,128,3,dotnt_f64_mr3_nr3_kc0_nc512_mc128_h1_pf0,512,3,0,24.281850110960665,105.8
f64,8.323381450551553e-16,21.83,31.34,22.18,1,0,256,3,dotnt_f64_mr3_nr3_kc0_nc512_mc256_h1_pf0,512,3,0,24.75686221215801,106.8
f64,8.323381450551553e-16,30.07,27.83,24.85,1,0,0,6,dotnt_f64_mr6_nr1_kc0_nc0_mc0_h1_pf0,0,1,0,27.499554710165167,107.7
f64,8.323381450551553e-16,19.54,20.95,22.19,1,0,64,6,dotnt_f64_mr6_nr1_kc0_nc0_mc64_h1_pf0,0,1,0,20.86382235476179,108.7
f64,8.323381450551553e-16,22.49,22.88,25.31,1,0,128,6,dotnt_f64_mr6_nr1_kc0_nc0_mc128_h1_pf0,0,1,0,23.526744643854773,109.7
f64,8.323381450551553e-16,23.22,23.85,26.57,1,0,256,6,dotnt_f64_mr6_nr1_kc0_nc0_mc256_h1_pf0,0,1,0,24.5063356786097,110.6
f64,8.323381450551553e-16,23.61,22.38,28.73,1,0,0,6,dotnt_f64_mr6_nr1_kc0_nc32_mc0_h1_pf0,32,1,0,24.759496568701802,111.6
f64,8.323381450551553e-16,19.78,21.02,24.9,1,0,64,6,dotnt_f64_mr6_nr1_kc0_nc32_mc64_h1_pf0,32,1,0,21.794948158790724,112.6
f64,8.323381450551553e-16,21.98,22.37,27.58,1,0,128,6,dotnt_f64_mr6_nr1_kc0_nc32_mc128_h1_pf0,32,1,0,23.847248837707458,113.6
f64,8.323381450551553e-16,21.73,22.94,27.71,1,0,256,6,dotnt_f64_mr6_nr1_kc0_nc32_mc256_h1_pf0,32,1,0,23.995106914571128,114.6
f64,8.323381450551553e-16,19.61,21.17,25.73,1,0,64,6,dotnt_f64_mr6_nr1_kc0_nc64_mc64_h1_pf0,64,1,0,22.0254202642632,115.6
f64,8.323381450551553e-16,21.99,22.9,27.92,1,0,128,6,dotnt_f64_mr6_nr1_kc0_nc64_mc128_h1_pf0,64,1,0,24.135463522797878,116.6
f64,8.323381450551553e-16,22.49,23.33,28.27,1,0,256,6,dotnt_f64_mr6_nr1_kc0_nc64_mc256_h1_pf0,64,1,0,24.573890765328247,117.5
f64,8.323381450551553e-16,24.18,24.29,30.22,1,0,0,6,dotnt_f64_mr6_nr1_kc0_nc128_mc0_h1_pf0,128,1,0,26.085204246749946,118.5
f64,8.323381450551553e-16,19.64,21.35,25.05,1,0,64,6,dotnt_f64_mr6_nr1_kc0_nc128_mc64_h1_pf0,128,1,0,21.901393439992173,119.5
f64,8.323381450551553e-16,22.78,20.61,28.35,1,0,128,6,dotnt_f64_mr6_nr1_kc0_nc128_mc128_h1_pf0,128,1,0,23.6973554370024,120.5
f64,8.323381450551553e-16,23.43,23.99,29.6,1,0,256,6,dotnt_f64_mr6_nr1_kc0_nc128_mc256_h1_pf0,128,1,0,25.530624998683198,121.4
f64,8.323381450551553e-16,23.55,22.68,28.16,1,0,0,6,dotnt_f64_mr6_nr1_kc0_nc256_mc0_h1_pf0,256,1,0,24.68445032818812,122.3
f64,8.323381450551553e-16,19.03,20.9,24.54,1,0,64,6,dotnt_f64_mr6_nr1_kc0_nc256_mc64_h1_pf0,256,1,0,21.373331612449395,123.4
f64,8.323381450551553e-16,22.11,21.94,26.62,1,0,128,6,dotnt_f64_mr6_nr1_kc0_nc256_mc128_h1_pf0,256,1,0,23.46140580879044,124.4
f64,8.323381450551553e-16,21.94,22.32,27.06,1,0,256,6,dotnt_f64_mr6_nr1_kc0_nc256_mc256_h1_pf0,256,1,0,23.66513004783567,125.5
f64,8.323381450551553e-16,23.64,25.41,25.76,1,0,0,6,dotnt_f64_mr6_nr1_kc0_nc512_mc0_h1_pf0,512,1,0,24.918483202466717,126.4
f64,8.323381450551553e-16,19.15,21.29,22.35,1,0,64,6,dotnt_f64_mr6_nr1_kc0_nc512_mc64_h1_pf0,512,1,0,20.885240352222237,127.4
f64,8.323381450551553e-16,21.88,23.16,23.88,1,0,128,6,dotnt_f64_mr6_nr1_kc0_nc512_mc128_h1_pf0,512,1,0,22.957661639604577,128.4
f64,8.323381450551553e-16,22.8,24.69,26.4,1,0,256,6,dotnt_f64_mr6_nr1_kc0_nc512_mc256_h1_pf0,512,1,0,24.58312834356317,129.4
f64,8.323381450551553e-16,39.59,39.04,35.24,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc128_mc0_h0_pf1,128,4,1,37.90371736203585,130.2
f64,8.323381450551553e-16,39.13,36.36,25.84,0,0,0,3,dotnt_f64_mr3_nr4_kc0_nc128_mc0_h0_pf2,128,4,2,33.253682820599956,131.1
f64,8.323381450551553e-16,33.53,34.98,29.55,0,128,0,3,dotnt_f64_mr3_nr4_kc128_nc128_mc0_h0_pf0,128,4,0,32.604148760493686,132.0
f64,8.323381450551553e-16,33.06,34.32,28.82,0,128,0,3,dotnt_f64_mr3_nr4_kc128_nc128_mc0_h0_pf1,128,4,1,31.97592885795732,132.9
f64,8.323381450551553e-16,30.33,31.05,32.86,0,128,0,3,dotnt_f64_mr3_nr4_kc128_nc128_mc0_h0_pf2,128,4,2,31.395869641939086,133.9
f64,8.323381450551553e-16,33.95,35.61,37.83,0,256,0,3,dotnt_f64_mr3_nr4_kc256_nc128_mc0_h0_pf0,128,4,0,35.76172138969745,134.8
f64,8.323381450551553e-16,34.11,35.33,37.28,0,256,0,3,dotnt_f64_mr3_nr4_kc256_nc128_mc0_h0_pf1,128,4,1,35.550042323287784,135.7
f64,8.323381450551553e-16,34.32,35.72,37.64,0,256,0,3,dotnt_f64_mr3_nr4_kc256_nc128_mc0_h0_pf2,128,4,2,35.86631589643392,136.6
f64,8.323381450551553e-16,33.79,34.84,39.25,0,512,0,3,dotnt_f64_mr3_nr4_kc512_nc128_mc0_h0_pf0,128,4,0,35.884008995491406,137.5
f64,8.323381450551553e-16,34.1,35.04,39.91,0,512,0,3,dotnt_f64_mr3_nr4_kc512_nc128_mc0_h0_pf1,128,4,1,36.26090849213758,138.4
f64,8.323381450551553e-16,39.34,38.51,35.52,0,512,0,3,dotnt_f64_mr3_nr4_kc512_nc128_mc0_h0_pf2,128,4,2,37.75145786689975,139.3
f64,8.323381450551553e-16,39.55,38.5,35.64,0,1024,0,3,dotnt_f64_mr3_nr4_kc1024_nc128_mc0_h0_pf0,128,4,0,37.857930330002155,140.1
f64,8.323381450551553e-16,39.26,39.23,35.59,0,1024,0,3,dotnt_f64_mr3_nr4_kc1024_nc128_mc0_h0_pf1,128,4,1,37.988128053048285,141.0
f64,8.323381450551553e-16,39.53,39.2,35.28,0,1024,0,3,dotnt_f64_mr3_nr4_kc1024_nc128_mc0_h0_pf2,128,4,2,37.95521073038363,141.8
f64,8.323381450551553e-16,36.55,39.76,30.4,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc128_mc128_h0_pf1,128,4,1,35.352119613096576,142.7
f64,8.323381450551553e-16,32.06,34.67,37.8,0,0,128,3,dotnt_f64_mr3_nr4_kc0_nc128_mc128_h0_pf2,128,4,2,34.762980173016736,143.6
f64,8.323381450551553e-16,28.08,30.6,31.18,0,128,128,3,dotnt_f64_mr3_nr4_kc128_nc128_mc128_h0_pf0,128,4,0,29.92212841019107,144.6
f64,8.323381450551553e-16,28.79,31.09,31.55,0,128,128,3,dotnt_f64_mr3_nr4_kc128_nc128_mc128_h0_pf1,128,4,1,30.451613348400695,145.5
f64,8.323381450551553e-16,28.7,30.96,31.78,0,128,128,3,dotnt_f64_mr3_nr4_kc128_nc128_mc128_h0_pf2,128,4,2,30.453687860891673,146.5
f64,8.323381450551553e-16,32.14,34.78,36.12,0,256,128,3,dotnt_f64_mr3_nr4_kc256_nc128_mc128_h0_pf0,128,4,0,34.30698869047092,147.4
f64,8.323381450551553e-16,32.12,34.96,33.6,0,256,128,3,dotnt_f64_mr3_nr4_kc256_nc128_mc128_h0_pf1,128,4,1,33.537789536965505,148.3
f64,8.323381450551553e-16,31.26,22.85,28.92,0,256,128,3,dotnt_f64_mr3_nr4_kc256_nc128_mc128_h0_pf2,128,4,2,27.439640497601673,149.3
f64,8.323381450551553e-16,32.69,34.77,38.91,0,512,128,3,dotnt_f64_mr3_nr4_kc512_nc128_mc128_h0_pf0,128,4,0,35.363047745610864,150.2
f64,8.323381450551553e-16,32.57,35.01,39.33,0,512,128,3,dotnt_f64_mr3_nr4_kc512_nc128_mc128_h0_pf1,128,4,1,35.526994664628035,151.1
f64,8.323381450551553e-16,32.98,34.88,39.33,0,512,128,3,dotnt_f64_mr3_nr4_kc512_nc128_mc128_h0_pf2,128,4,2,35.63438503113661,152.0
f64,8.323381450551553e-16,32.07,34.59,38.09,0,1024,128,3,dotnt_f64_mr3_nr4_kc1024_nc128_mc128_h0_pf0,128,4,0,34.82809909062682,153.0
f64,8.323381450551553e-16,33.51,32.83,38.65,0,1024,128,3,dotnt_f64_mr3_nr4_kc1024_nc128_mc128_h0_pf1,128,4,1,34.90427013762102,153.9
f64,8.323381450551553e-16,37.4,38.35,34.39,0,1024,128,3,dotnt_f64_mr3_nr4_kc1024_nc128_mc128_h0_pf2,128,4,2,36.672398212079436,154.8
f64,8.323381450551553e-16,37.47,35.59,34.64,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc64_mc256_h0_pf1,64,4,1,35.88146805206332,155.7
f64,8.323381450551553e-16,36.76,40.06,34.18,0,0,256,3,dotnt_f64_mr3_nr4_kc0_nc64_mc256_h0_pf2,64,4,2,36.92051723327647,156.5
