dtype,err,gf_1024x768x1024,gf_256x256x256,gf_512x512x512,hoist_b,kc,mc,mr,name,nc,nr,prefetch,score,t
f32,1.3982093054304074e-07,46.58,45.8,55.78,1,0,64,2,dotnt_f32_mr2_nr4_kc0_nc256_mc64_h1_pf0,256,4,0,49.186963022677304,305.4
f32,1.3982093054304074e-07,47.03,44.46,54.32,1,0,128,2,dotnt_f32_mr2_nr4_kc0_nc256_mc128_h1_pf0,256,4,0,48.42740593996837,306.2
f32,1.3982093054304074e-07,46.51,45.93,57.17,1,0,256,2,dotnt_f32_mr2_nr4_kc0_nc256_mc256_h1_pf0,256,4,0,49.61401960084982,307.0
f32,1.3982093054304074e-07,34.57,46.23,56.24,1,0,0,2,dotnt_f32_mr2_nr4_kc0_nc512_mc0_h1_pf0,512,4,0,44.79158327977581,307.9
f32,1.3982093054304074e-07,33.58,46.28,51.59,1,0,64,2,dotnt_f32_mr2_nr4_kc0_nc512_mc64_h1_pf0,512,4,0,43.11587594605435,308.8
f32,1.3982093054304074e-07,34.27,46.46,50.61,1,0,128,2,dotnt_f32_mr2_nr4_kc0_nc512_mc128_h1_pf0,512,4,0,43.19091066089098,309.6
f32,1.3982093054304074e-07,32.97,46.33,47.62,1,0,256,2,dotnt_f32_mr2_nr4_kc0_nc512_mc256_h1_pf0,512,4,0,41.745148601697444,310.5
f32,1.3982093054304074e-07,73.34,66.38,79.5,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc256_mc0_h0_pf1,256,4,1,72.87697999035453,311.3
f32,1.3982093054304074e-07,73.93,67.26,80.6,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc256_mc0_h0_pf2,256,4,2,73.72809361983511,312.0
f32,1.3982093054304074e-07,51.52,53.36,58.85,0,128,0,3,dotnt_f32_mr3_nr4_kc128_nc256_mc0_h0_pf0,256,4,0,54.48706006216891,312.9
f32,1.3982093054304074e-07,51.62,50.16,43.21,0,128,0,3,dotnt_f32_mr3_nr4_kc128_nc256_mc0_h0_pf1,256,4,1,48.18532036736616,313.8
f32,1.3982093054304074e-07,51.38,53.37,56.47,0,128,0,3,dotnt_f32_mr3_nr4_kc128_nc256_mc0_h0_pf2,256,4,2,53.70037206012564,314.7
f32,1.3982093054304074e-07,61.81,67.19,69.01,0,256,0,3,dotnt_f32_mr3_nr4_kc256_nc256_mc0_h0_pf0,256,4,0,65.93256526801646,315.6
f32,1.3982093054304074e-07,62.23,64.18,69.47,0,256,0,3,dotnt_f32_mr3_nr4_kc256_nc256_mc0_h0_pf1,256,4,1,65.22316565154671,316.4
f32,1.3982093054304074e-07,63.43,64.0,69.16,0,256,0,3,dotnt_f32_mr3_nr4_kc256_nc256_mc0_h0_pf2,256,4,2,65.48266713520177,317.3
f32,1.3982093054304074e-07,69.05,66.87,81.31,0,512,0,3,dotnt_f32_mr3_nr4_kc512_nc256_mc0_h0_pf0,256,4,0,72.1423176910212,318.1
f32,1.3982093054304074e-07,67.71,66.76,81.34,0,512,0,3,dotnt_f32_mr3_nr4_kc512_nc256_mc0_h0_pf1,256,4,1,71.64120370717882,318.9
f32,1.3982093054304074e-07,66.49,65.77,78.56,0,512,0,3,dotnt_f32_mr3_nr4_kc512_nc256_mc0_h0_pf2,256,4,2,70.03943101199445,319.8
f32,1.3982093054304074e-07,74.76,67.31,80.78,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc256_mc0_h0_pf0,256,4,0,74.07566325789847,320.6
f32,1.3982093054304074e-07,58.4,72.61,68.68,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc256_mc0_h0_pf1,256,4,1,66.2842707244164,321.5
f32,1.3982093054304074e-07,83.57,73.16,71.59,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc256_mc0_h0_pf2,256,4,2,75.9257321372392,322.3
f32,1.3982093054304074e-07,82.73,72.81,70.8,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc128_mc0_h0_pf1,128,4,1,75.27249664311815,323.0
f32,1.3982093054304074e-07,83.09,73.23,69.66,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc128_mc0_h0_pf2,128,4,2,75.1173636896611,323.8
f32,1.3982093054304074e-07,55.59,56.79,50.55,0,128,0,3,dotnt_f32_mr3_nr4_kc128_nc128_mc0_h0_pf0,128,4,0,54.240577546193094,324.7
f32,1.3982093054304074e-07,57.0,57.42,51.63,0,128,0,3,dotnt_f32_mr3_nr4_kc128_nc128_mc0_h0_pf1,128,4,1,55.28667465367204,325.6
f32,1.3982093054304074e-07,55.3,54.67,50.61,0,128,0,3,dotnt_f32_mr3_nr4_kc128_nc128_mc0_h0_pf2,128,4,2,53.488040207942056,326.4
f32,1.3982093054304074e-07,61.31,67.05,67.2,0,256,0,3,dotnt_f32_mr3_nr4_kc256_nc128_mc0_h0_pf0,128,4,0,65.1275249154782,327.3
f32,1.3982093054304074e-07,61.75,67.31,69.14,0,256,0,3,dotnt_f32_mr3_nr4_kc256_nc128_mc0_h0_pf1,128,4,1,65.99023915442308,328.2
f32,1.3982093054304074e-07,61.66,38.81,66.93,0,256,0,3,dotnt_f32_mr3_nr4_kc256_nc128_mc0_h0_pf2,128,4,2,54.310026749404614,329.1
f32,1.3982093054304074e-07,67.97,67.48,79.41,0,512,0,3,dotnt_f32_mr3_nr4_kc512_nc128_mc0_h0_pf0,128,4,0,71.41434894292136,330.0
f32,1.3982093054304074e-07,67.85,67.89,77.97,0,512,0,3,dotnt_f32_mr3_nr4_kc512_nc128_mc0_h0_pf1,128,4,1,71.08152775579075,330.8
f32,1.3982093054304074e-07,65.91,65.17,77.45,0,512,0,3,dotnt_f32_mr3_nr4_kc512_nc128_mc0_h0_pf2,128,4,2,69.29044712224726,331.6
f32,1.3982093054304074e-07,74.39,64.48,77.46,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc128_mc0_h0_pf0,128,4,0,71.89346942505891,332.5
f32,1.3982093054304074e-07,82.9,71.31,69.32,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc128_mc0_h0_pf1,128,4,1,74.27505114523082,333.3
f32,1.3982093054304074e-07,82.96,72.17,71.03,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc128_mc0_h0_pf2,128,4,2,75.19900383980439,334.1
f32,1.3982093054304074e-07,77.87,71.63,71.35,0,0,256,3,dotnt_f32_mr3_nr4_kc0_nc32_mc256_h0_pf1,32,4,1,73.55699686180255,334.9
f32,1.3982093054304074e-07,78.65,70.81,69.4,0,0,256,3,dotnt_f32_mr3_nr4_kc0_nc32_mc256_h0_pf2,32,4,2,72.84116233674732,335.7
f32,1.3982093054304074e-07,57.24,62.38,52.62,0,128,256,3,dotnt_f32_mr3_nr4_kc128_nc32_mc256_h0_pf0,32,4,0,57.2772331505849,336.6
f32,1.3982093054304074e-07,55.81,61.45,51.5,0,128,256,3,dotnt_f32_mr3_nr4_kc128_nc32_mc256_h0_pf1,32,4,1,56.10772252069646,337.5
f32,1.3982093054304074e-07,53.36,59.63,55.32,0,128,256,3,dotnt_f32_mr3_nr4_kc128_nc32_mc256_h0_pf2,32,4,2,56.044798532437326,338.4
f32,1.3982093054304074e-07,67.03,75.17,67.93,0,256,256,3,dotnt_f32_mr3_nr4_kc256_nc32_mc256_h0_pf0,32,4,0,69.94853167388834,339.3
f32,1.3982093054304074e-07,66.79,71.47,68.35,0,256,256,3,dotnt_f32_mr3_nr4_kc256_nc32_mc256_h0_pf1,32,4,1,68.8443232227742,340.1
f32,1.3982093054304074e-07,65.13,70.22,67.79,0,256,256,3,dotnt_f32_mr3_nr4_kc256_nc32_mc256_h0_pf2,32,4,2,67.68094451865504,341.0
f32,1.3982093054304074e-07,64.13,73.64,76.41,0,512,256,3,dotnt_f32_mr3_nr4_kc512_nc32_mc256_h0_pf0,32,4,0,71.19485503280974,341.9
f32,1.3982093054304074e-07,64.57,74.05,75.72,0,512,256,3,dotnt_f32_mr3_nr4_kc512_nc32_mc256_h0_pf1,32,4,1,71.27419045343501,342.8
f32,1.3982093054304074e-07,50.86,73.15,63.91,0,512,256,3,dotnt_f32_mr3_nr4_kc512_nc32_mc256_h0_pf2,32,4,2,61.94980604975566,343.7
f32,1.3982093054304074e-07,63.71,38.46,40.42,0,1024,256,3,dotnt_f32_mr3_nr4_kc1024_nc32_mc256_h0_pf0,32,4,0,46.26755817571165,344.9
f32,1.3982093054304074e-07,74.7,73.63,69.92,0,1024,256,3,dotnt_f32_mr3_nr4_kc1024_nc32_mc256_h0_pf1,32,4,1,72.72362439314092,345.8
f32,1.3982093054304074e-07,76.68,74.73,69.94,0,1024,256,3,dotnt_f32_mr3_nr4_kc1024_nc32_mc256_h0_pf2,32,4,2,73.72460118941441,346.6
f32,1.3982093054304074e-07,79.44,72.75,68.58,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc224_mc0_h0_pf2,224,4,2,73.45339434966277,347.5
f32,1.3982093054304074e-07,60.77,57.52,63.44,0,1024,32,3,dotnt_f32_mr3_nr4_kc1024_nc224_mc32_h0_pf2,224,4,2,60.52638617565841,348.6
f32,1.3982093054304074e-07,67.2,63.28,70.21,0,1024,64,3,dotnt_f32_mr3_nr4_kc1024_nc224_mc64_h0_pf2,224,4,2,66.83885603485746,349.6
f32,1.3982093054304074e-07,74.92,67.59,78.78,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc240_mc0_h0_pf2,240,4,2,73.61783043155785,350.5
f32,1.3982093054304074e-07,60.65,57.49,64.74,0,1024,32,3,dotnt_f32_mr3_nr4_kc1024_nc240_mc32_h0_pf2,240,4,2,60.88853415584679,351.5
f32,1.3982093054304074e-07,66.47,62.39,70.3,0,1024,64,3,dotnt_f32_mr3_nr4_kc1024_nc240_mc64_h0_pf2,240,4,2,66.30657166636537,352.4
f32,1.3982093054304074e-07,60.33,57.36,64.56,0,1024,32,3,dotnt_f32_mr3_nr4_kc1024_nc256_mc32_h0_pf2,256,4,2,60.67991512260457,353.3
f32,1.3982093054304074e-07,65.36,60.42,69.0,0,1024,64,3,dotnt_f32_mr3_nr4_kc1024_nc256_mc64_h0_pf2,256,4,2,64.82902028406605,354.3
f32,1.3982093054304074e-07,72.32,65.69,80.65,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc272_mc0_h0_pf2,272,4,2,72.62804148957547,355.2
f32,1.3982093054304074e-07,63.48,62.17,59.24,0,1024,32,3,dotnt_f32_mr3_nr4_kc1024_nc272_mc32_h0_pf2,272,4,2,61.605342574909656,356.1
f32,1.3982093054304074e-07,72.91,66.67,63.96,0,1024,64,3,dotnt_f32_mr3_nr4_kc1024_nc272_mc64_h0_pf2,272,4,2,67.74394600583082,357.0
f32,1.3982093054304074e-07,81.34,74.07,71.15,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc288_mc0_h0_pf2,288,4,2,75.39976755608595,357.9
f32,1.3982093054304074e-07,65.33,58.92,60.38,0,1024,32,3,dotnt_f32_mr3_nr4_kc1024_nc288_mc32_h0_pf2,288,4,2,61.48289560600557,358.8
f32,1.3982093054304074e-07,73.67,68.67,65.94,0,1024,64,3,dotnt_f32_mr3_nr4_kc1024_nc288_mc64_h0_pf2,288,4,2,69.3524789745777,359.7
f32,1.3982093054304074e-07,79.47,74.21,72.09,0,1024,0,3,dotnt_f32_mr3_nr4_kc1024_nc320_mc0_h0_pf2,320,4,2,75.19348015732844,360.6
f32,1.3982093054304074e-07,64.7,59.84,60.26,0,1024,32,3,dotnt_f32_mr3_nr4_kc1024_nc320_mc32_h0_pf2,320,4,2,61.56181430103955,361.5
f32,1.3982093054304074e-07,65.17,67.36,63.59,0,1024,64,3,dotnt_f32_mr3_nr4_kc1024_nc320_mc64_h0_pf2,320,4,2,65.35415194738691,362.5
f32,1.3982093054304074e-07,81.68,73.14,68.8,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc96_mc0_h0_pf1,96,4,1,74.35214903445052,363.3
f32,1.3982093054304074e-07,65.44,62.57,58.83,0,0,32,3,dotnt_f32_mr3_nr4_kc0_nc96_mc32_h0_pf1,96,4,1,62.220649629005514,364.3
f32,1.3982093054304074e-07,72.92,68.91,64.96,0,0,64,3,dotnt_f32_mr3_nr4_kc0_nc96_mc64_h0_pf1,96,4,1,68.85346257856513,365.2
f32,1.3982093054304074e-07,82.75,72.68,70.96,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc112_mc0_h0_pf1,112,4,1,75.28981318769488,366.0
f32,1.3982093054304074e-07,65.61,63.09,59.04,0,0,32,3,dotnt_f32_mr3_nr4_kc0_nc112_mc32_h0_pf1,112,4,1,62.52058869943525,366.9
f32,1.3982093054304074e-07,72.65,67.31,63.31,0,0,64,3,dotnt_f32_mr3_nr4_kc0_nc112_mc64_h0_pf1,112,4,1,67.64821118447176,367.8
f32,1.3982093054304074e-07,63.99,63.72,61.22,0,0,32,3,dotnt_f32_mr3_nr4_kc0_nc128_mc32_h0_pf1,128,4,1,62.964610652255175,368.7
f32,1.3982093054304074e-07,72.5,67.43,64.0,0,0,64,3,dotnt_f32_mr3_nr4_kc0_nc128_mc64_h0_pf1,128,4,1,67.88607377284568,369.7
f32,1.3982093054304074e-07,73.57,68.55,77.08,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc144_mc0_h0_pf1,144,4,1,72.98108487331483,370.5
f32,1.3982093054304074e-07,60.06,58.25,61.65,0,0,32,3,dotnt_f32_mr3_nr4_kc0_nc144_mc32_h0_pf1,144,4,1,59.972351467478084,371.4
f32,1.3982093054304074e-07,67.05,63.67,66.84,0,0,64,3,dotnt_f32_mr3_nr4_kc0_nc144_mc64_h0_pf1,144,4,1,65.83465764983735,372.3
f32,1.3982093054304074e-07,75.3,67.62,76.44,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc160_mc0_h0_pf1,160,4,1,73.01319752041256,373.2
f32,1.3982093054304074e-07,60.29,58.71,63.5,0,0,32,3,dotnt_f32_mr3_nr4_kc0_nc160_mc32_h0_pf1,160,4,1,60.801385141128264,374.1
f32,1.3982093054304074e-07,66.25,62.51,68.38,0,0,64,3,dotnt_f32_mr3_nr4_kc0_nc160_mc64_h0_pf1,160,4,1,65.66882828647891,375.0
f32,1.3982093054304074e-07,74.6,67.3,76.9,0,0,0,3,dotnt_f32_mr3_nr4_kc0_nc192_mc0_h0_pf1,192,4,1,72.81536450211713,375.8
f32,1.3982093054304074e-07,52.4,59.14,63.05,0,0,32,3,dotnt_f32_mr3_nr4_kc0_nc192_mc32_h0_pf1,192,4,1,58.026401020285284,376.8
f32,1.3982093054304074e-07,65.25,62.42,68.21,0,0,64,3,dotnt_f32_mr3_nr4_kc0_nc192_mc64_h0_pf1,192,4,1,65.25156287704189,377.7
